orderdate,productcode,ordernumber,initial_qnty_in_stock,quantityordered,product_sold_so_far,updatedStock,are_we_going_to_fulfill_next_order
2003-11-21,S18_2957,10193,5649,24,298,5351,yes
2003-12-05,S18_2957,10206,5649,28,326,5323,yes
2004-01-29,S18_2957,10215,5649,31,357,5292,yes
2004-03-10,S18_2957,10228,5649,45,402,5247,yes
2004-04-29,S18_2957,10244,5649,24,426,5223,yes
2004-06-14,S18_2957,10257,5649,49,475,5174,yes
2004-07-16,S18_2957,10269,5649,32,507,5142,yes
2004-08-17,S18_2957,10280,5649,43,550,5099,yes
2004-09-08,S18_2957,10291,5649,37,587,5062,yes
2004-10-11,S18_2957,10304,5649,24,611,5038,yes
2004-10-21,S18_2957,10312,5649,35,646,5003,yes
2004-11-04,S18_2957,10322,5649,41,687,4962,yes
2004-11-17,S18_2957,10332,5649,26,713,4936,yes
2004-11-29,S18_2957,10347,5649,34,747,4902,yes
2004-12-10,S18_2957,10357,5649,49,796,4853,yes
2005-01-20,S18_2957,10369,5649,28,824,4825,yes
2005-02-17,S18_2957,10381,5649,40,864,4785,yes
2005-03-10,S18_2957,10392,5649,37,901,4748,yes
2005-04-29,S18_2957,10410,5649,53,954,4695,yes
2005-05-30,S18_2957,10423,5649,31,985,4664,yes
2003-02-17,S18_3029,10106,4259,41,41,4218,yes
2003-04-28,S18_3029,10119,4259,21,62,4197,yes
2003-06-16,S18_3029,10130,4259,40,102,4157,yes
2003-08-10,S18_3029,10143,4259,46,148,4111,yes
2003-10-06,S18_3029,10155,4259,44,192,4067,yes
2003-10-23,S18_3029,10167,4259,46,238,4021,yes
2003-11-08,S18_3029,10178,4259,41,279,3980,yes
2003-11-14,S18_3029,10186,4259,32,311,3948,yes
2003-11-26,S18_3029,10197,4259,46,357,3902,yes
2004-01-09,S18_3029,10209,4259,28,385,3874,yes
2004-02-19,S18_3029,10222,4259,49,434,3825,yes
2004-03-30,S18_3029,10234,4259,48,482,3777,yes
2004-05-07,S18_3029,10248,4259,21,503,3756,yes
2004-06-24,S18_3029,10262,4259,32,535,3724,yes
2004-07-21,S18_3029,10273,4259,34,569,3690,yes
2004-08-20,S18_3029,10283,4259,21,590,3669,yes
2004-09-15,S18_3029,10296,4259,21,611,3648,yes
2004-10-14,S18_3029,10307,4259,31,642,3617,yes
2004-11-01,S18_3029,10316,4259,21,663,3596,yes
2004-11-10,S18_3029,10327,4259,25,688,3571,yes
2004-11-22,S18_3029,10338,4259,28,716,3543,yes
2004-12-02,S18_3029,10350,4259,43,759,3500,yes
2004-12-16,S18_3029,10360,4259,46,805,3454,yes
2005-01-31,S18_3029,10373,4259,22,827,3432,yes
2005-03-01,S18_3029,10386,4259,37,864,3395,yes
2005-03-30,S18_3029,10398,4259,28,892,3367,yes
2005-04-01,S18_3029,10400,4259,30,922,3337,yes
2005-05-06,S18_3029,10414,4259,44,966,3293,yes
2003-01-29,S18_3136,10103,5992,25,25,5967,yes
2003-03-25,S18_3136,10111,5992,43,68,5924,yes
2003-05-28,S18_3136,10126,5992,30,98,5894,yes
2003-07-16,S18_3136,10139,5992,20,118,5874,yes
2003-09-19,S18_3136,10150,5992,26,144,5848,yes
2003-10-20,S18_3136,10163,5992,40,184,5808,yes
2003-11-05,S18_3136,10173,5992,31,215,5777,yes
2003-11-13,S18_3136,10183,5992,22,237,5755,yes
2003-11-21,S18_3136,10193,5992,23,260,5732,yes
2003-12-05,S18_3136,10206,5992,30,290,5702,yes
2004-01-29,S18_3136,10215,5992,49,339,5653,yes
2004-03-10,S18_3136,10228,5992,31,370,5622,yes
2004-04-29,S18_3136,10244,5992,29,399,5593,yes
2004-06-14,S18_3136,10257,5992,37,436,5556,yes
2004-07-19,S18_3136,10270,5992,38,474,5518,yes
2004-08-17,S18_3136,10280,5992,29,503,5489,yes
2004-09-08,S18_3136,10291,5992,23,526,5466,yes
2004-10-11,S18_3136,10304,5992,26,552,5440,yes
2004-10-21,S18_3136,10312,5992,38,590,5402,yes
2004-11-04,S18_3136,10322,5992,48,638,5354,yes
2004-11-17,S18_3136,10332,5992,40,678,5314,yes
2004-11-29,S18_3136,10347,5992,45,723,5269,yes
2004-12-10,S18_3136,10357,5992,44,767,5225,yes
2005-01-20,S18_3136,10369,5992,21,788,5204,yes
2005-02-17,S18_3136,10381,5992,35,823,5169,yes
2005-03-10,S18_3136,10392,5992,29,852,5140,yes
2005-04-29,S18_3136,10410,5992,34,886,5106,yes
2005-05-30,S18_3136,10423,5992,21,907,5085,yes
2003-02-11,S18_3140,10105,3913,22,22,3891,yes
2003-04-16,S18_3140,10117,3913,26,48,3865,yes
2003-06-06,S18_3140,10128,3913,41,89,3824,yes
2003-08-08,S18_3140,10142,3913,47,136,3777,yes
2003-09-28,S18_3140,10153,3913,31,167,3746,yes
2003-10-21,S18_3140,10166,3913,43,210,3703,yes
2003-11-07,S18_3140,10177,3913,23,233,3680,yes
2003-11-14,S18_3140,10185,3913,28,261,3652,yes
2003-11-26,S18_3140,10196,3913,49,310,3603,yes
2004-01-02,S18_3140,10208,3913,24,334,3579,yes
2004-02-18,S18_3140,10221,3913,33,367,3546,yes
2004-03-20,S18_3140,10232,3913,22,389,3524,yes
2004-05-07,S18_3140,10248,3913,32,421,3492,yes
2004-06-16,S18_3140,10260,3913,32,453,3460,yes
2004-07-21,S18_3140,10273,3913,40,493,3420,yes
2004-08-20,S18_3140,10282,3913,43,536,3377,yes
2004-09-09,S18_3140,10293,3913,24,560,3353,yes
2004-10-14,S18_3140,10306,3913,32,592,3321,yes
2004-10-22,S18_3140,10314,3913,20,612,3301,yes
2004-11-05,S18_3140,10325,3913,24,636,3277,yes
2004-11-20,S18_3140,10336,3913,48,684,3229,yes
2004-12-02,S18_3140,10350,3913,44,728,3185,yes
2004-12-16,S18_3140,10360,3913,29,757,3156,yes
2005-01-26,S18_3140,10372,3913,28,785,3128,yes
2005-02-22,S18_3140,10383,3913,24,809,3104,yes
2005-03-23,S18_3140,10396,3913,33,842,3071,yes
2005-05-06,S18_3140,10414,3913,41,883,3030,yes
2003-01-31,S18_3232,10104,8347,23,23,8324,yes
2003-03-10,S18_3232,10109,8347,46,69,8278,yes
2003-04-01,S18_3232,10114,8347,48,117,8230,yes
2003-05-08,S18_3232,10122,8347,25,142,8205,yes
2003-06-03,S18_3232,10127,8347,22,164,8183,yes
2003-07-04,S18_3232,10136,8347,41,205,8142,yes
2003-08-01,S18_3232,10141,8347,34,239,8108,yes
2003-09-11,S18_3232,10148,8347,32,271,8076,yes
2003-09-21,S18_3232,10151,8347,21,292,8055,yes
2003-10-05,S18_3232,10301,8347,23,315,8032,yes
2003-10-11,S18_3232,10160,8347,20,335,8012,yes
2003-10-22,S18_3232,10165,8347,47,382,7965,yes
2003-11-05,S18_3232,10171,8347,39,421,7926,yes
2003-11-06,S18_3232,10175,8347,29,450,7897,yes
2003-11-12,S18_3232,10181,8347,45,495,7852,yes
2003-11-14,S18_3232,10184,8347,28,523,7824,yes
2003-11-20,S18_3232,10192,8347,26,549,7798,yes
2003-11-25,S18_3232,10195,8347,50,599,7748,yes
2003-12-02,S18_3232,10203,8347,48,647,7700,yes
2003-12-09,S18_3232,10207,8347,25,672,7675,yes
2004-01-16,S18_3232,10212,8347,40,712,7635,yes
2004-02-09,S18_3232,10218,8347,34,746,7601,yes
2004-02-22,S18_3232,10225,8347,43,789,7558,yes
2004-03-11,S18_3232,10229,8347,22,811,7536,yes
2004-04-12,S18_3232,10239,8347,47,858,7489,yes
2004-05-05,S18_3232,10246,8347,36,894,7453,yes
2004-06-01,S18_3232,10253,8347,40,934,7413,yes
2004-06-15,S18_3232,10259,8347,27,961,7386,yes
2004-07-06,S18_3232,10266,8347,29,990,7357,yes
2004-07-20,S18_3232,10271,8347,20,1010,7337,yes
2004-08-06,S18_3232,10278,8347,42,1052,7295,yes
2004-08-19,S18_3232,10281,8347,25,1077,7270,yes
2004-08-30,S18_3232,10287,8347,36,1113,7234,yes
2004-09-08,S18_3232,10292,8347,21,1134,7213,yes
2004-10-13,S18_3232,10305,8347,37,1171,7176,yes
2004-10-16,S18_3232,10310,8347,48,1219,7128,yes
2004-10-22,S18_3232,10313,8347,25,1244,7103,yes
2004-11-04,S18_3232,10321,8347,33,1277,7070,yes
2004-11-05,S18_3232,10324,8347,27,1304,7043,yes
2004-11-17,S18_3232,10331,8347,27,1331,7016,yes
2004-11-19,S18_3232,10334,8347,20,1351,6996,yes
2004-11-24,S18_3232,10342,8347,30,1381,6966,yes
2004-12-01,S18_3232,10349,8347,48,1429,6918,yes
2004-12-10,S18_3232,10358,8347,32,1461,6886,yes
2005-01-10,S18_3232,10366,8347,34,1495,6852,yes
2005-01-20,S18_3232,10370,8347,27,1522,6825,yes
2005-02-09,S18_3232,10377,8347,39,1561,6786,yes
2005-02-22,S18_3232,10383,8347,47,1608,6739,yes
2005-03-15,S18_3232,10394,8347,22,1630,6717,yes
2005-04-14,S18_3232,10405,8347,55,1685,6662,yes
2005-05-03,S18_3232,10412,8347,60,1745,6602,yes
2005-05-17,S18_3232,10419,8347,35,1780,6567,yes
2005-05-31,S18_3232,10425,8347,28,1808,6539,yes
2003-02-11,S18_3259,10105,6450,38,38,6412,yes
2003-04-16,S18_3259,10117,6450,21,59,6391,yes
2003-06-06,S18_3259,10128,6450,41,100,6350,yes
2003-08-08,S18_3259,10142,6450,22,122,6328,yes
2003-09-28,S18_3259,10153,6450,29,151,6299,yes
2003-10-22,S18_3259,10165,6450,50,201,6249,yes
2003-11-07,S18_3259,10177,6450,29,230,6220,yes
2003-11-14,S18_3259,10185,6450,49,279,6171,yes
2003-11-26,S18_3259,10196,6450,35,314,6136,yes
2004-01-02,S18_3259,10208,6450,48,362,6088,yes
2004-02-18,S18_3259,10221,6450,23,385,6065,yes
2004-03-20,S18_3259,10232,6450,48,433,6017,yes
2004-05-07,S18_3259,10248,6450,42,475,5975,yes
2004-06-16,S18_3259,10260,6450,29,504,5946,yes
2004-07-21,S18_3259,10273,6450,47,551,5899,yes
2004-08-20,S18_3259,10282,6450,36,587,5863,yes
2004-09-09,S18_3259,10293,6450,22,609,5841,yes
2004-10-14,S18_3259,10306,6450,40,649,5801,yes
2004-10-22,S18_3259,10314,6450,23,672,5778,yes
2004-11-09,S18_3259,10326,6450,32,704,5746,yes
2004-11-20,S18_3259,10336,6450,21,725,5725,yes
2004-12-02,S18_3259,10350,6450,41,766,5684,yes
2004-12-16,S18_3259,10360,6450,29,795,5655,yes
2005-01-26,S18_3259,10372,6450,25,820,5630,yes
2005-02-22,S18_3259,10383,6450,26,846,5604,yes
2005-03-23,S18_3259,10396,6450,24,870,5580,yes
2005-05-06,S18_3259,10414,6450,48,918,5532,yes
2003-03-03,S18_3278,10108,1917,26,26,1891,yes
2003-05-08,S18_3278,10122,1917,21,47,1870,yes
2003-07-02,S18_3278,10135,1917,45,92,1825,yes
2003-09-05,S18_3278,10147,1917,36,128,1789,yes
2003-10-04,S18_3278,10300,1917,49,177,1740,yes
2003-10-10,S18_3278,10159,1917,21,198,1719,yes
2003-11-04,S18_3278,10169,1917,32,230,1687,yes
2003-11-12,S18_3278,10181,1917,30,260,1657,yes
2003-11-20,S18_3278,10191,1917,36,296,1621,yes
2003-12-02,S18_3278,10203,1917,33,329,1588,yes
2004-01-15,S18_3278,10211,1917,35,364,1553,yes
2004-02-22,S18_3278,10225,1917,37,401,1516,yes
2004-04-09,S18_3278,10238,1917,41,442,1475,yes
2004-05-26,S18_3278,10252,1917,20,462,1455,yes
2004-07-02,S18_3278,10265,1917,45,507,1410,yes
2004-08-02,S18_3278,10276,1917,38,545,1372,yes
2004-08-30,S18_3278,10287,1917,43,588,1329,yes
2004-10-16,S18_3278,10310,1917,27,615,1302,yes
2004-11-03,S18_3278,10319,1917,46,661,1256,yes
2004-11-15,S18_3278,10329,1917,38,699,1218,yes
2004-11-24,S18_3278,10342,1917,25,724,1193,yes
2004-12-04,S18_3278,10354,1917,36,760,1157,yes
2005-01-06,S18_3278,10363,1917,46,806,1111,yes
2005-02-10,S18_3278,10378,1917,22,828,1089,yes
2005-03-04,S18_3278,10390,1917,40,868,1049,yes
2005-04-08,S18_3278,10404,1917,90,958,959,yes
2005-05-16,S18_3278,10418,1917,16,974,943,yes
2003-01-29,S18_3320,10103,7913,46,46,7867,yes
2003-03-25,S18_3320,10111,7913,39,85,7828,yes
2003-05-28,S18_3320,10126,7913,38,123,7790,yes
2003-07-16,S18_3320,10139,7913,30,153,7760,yes
2003-09-12,S18_3320,10149,7913,42,195,7718,yes
2003-10-20,S18_3320,10163,7913,43,238,7675,yes
2003-11-05,S18_3320,10173,7913,29,267,7646,yes
2003-11-12,S18_3320,10182,7913,33,300,7613,yes
2003-11-21,S18_3320,10193,7913,32,332,7581,yes
2003-12-05,S18_3320,10206,7913,28,360,7553,yes
2004-01-29,S18_3320,10215,7913,41,401,7512,yes
2004-03-02,S18_3320,10227,7913,33,434,7479,yes
2004-04-29,S18_3320,10244,7913,36,470,7443,yes
2004-06-14,S18_3320,10257,7913,26,496,7417,yes
2004-07-12,S18_3320,10268,7913,39,535,7378,yes
2004-08-17,S18_3320,10280,7913,34,569,7344,yes
2004-09-07,S18_3320,10290,7913,26,595,7318,yes
2004-10-11,S18_3320,10304,7913,38,633,7280,yes
2004-10-21,S18_3320,10312,7913,33,666,7247,yes
2004-11-05,S18_3320,10323,7913,33,699,7214,yes
2004-11-18,S18_3320,10333,7913,46,745,7168,yes
2004-11-29,S18_3320,10347,7913,26,771,7142,yes
2004-12-10,S18_3320,10357,7913,25,796,7117,yes
2005-01-20,S18_3320,10369,7913,45,841,7072,yes
2005-02-17,S18_3320,10382,7913,50,891,7022,yes
2005-03-10,S18_3320,10392,7913,36,927,6986,yes
2005-04-29,S18_3320,10410,7913,44,971,6942,yes
2005-05-30,S18_3320,10423,7913,21,992,6921,yes
2003-03-03,S18_3482,10108,9127,29,29,9098,yes
2003-05-08,S18_3482,10122,9127,21,50,9077,yes
2003-07-02,S18_3482,10135,9127,42,92,9035,yes
2003-09-05,S18_3482,10147,9127,37,129,8998,yes
2003-10-04,S18_3482,10300,9127,23,152,8975,yes
2003-10-10,S18_3482,10159,9127,25,177,8950,yes
2003-11-04,S18_3482,10169,9127,36,213,8914,yes
2003-11-12,S18_3482,10181,9127,22,235,8892,yes
2003-11-20,S18_3482,10191,9127,23,258,8869,yes
2003-12-02,S18_3482,10203,9127,32,290,8837,yes
2004-01-15,S18_3482,10211,9127,28,318,8809,yes
2004-02-22,S18_3482,10225,9127,27,345,8782,yes
2004-04-09,S18_3482,10238,9127,49,394,8733,yes
2004-05-26,S18_3482,10252,9127,41,435,8692,yes
2004-07-02,S18_3482,10265,9127,49,484,8643,yes
2004-08-02,S18_3482,10276,9127,30,514,8613,yes
2004-08-30,S18_3482,10287,9127,40,554,8573,yes
2004-10-16,S18_3482,10310,9127,49,603,8524,yes
2004-11-03,S18_3482,10320,9127,25,628,8499,yes
2004-11-16,S18_3482,10330,9127,37,665,8462,yes
2004-11-24,S18_3482,10342,9127,55,720,8407,yes
2004-12-07,S18_3482,10355,9127,23,743,8384,yes
2005-01-06,S18_3482,10363,9127,24,767,8360,yes
2005-02-10,S18_3482,10378,9127,43,810,8317,yes
2005-03-04,S18_3482,10390,9127,50,860,8267,yes
2005-04-08,S18_3482,10404,9127,28,888,8239,yes
2005-05-16,S18_3482,10418,9127,27,915,8212,yes
2003-03-10,S18_3685,10109,8990,47,47,8943,yes
2003-05-20,S18_3685,10123,8990,34,81,8909,yes
2003-07-10,S18_3685,10137,8990,31,112,8878,yes
2003-09-11,S18_3685,10148,8990,28,140,8850,yes
2003-10-05,S18_3685,10301,8990,39,179,8811,yes
2003-10-17,S18_3685,10161,8990,36,215,8775,yes
2003-11-05,S18_3685,10172,8990,48,263,8727,yes
2003-11-12,S18_3685,10181,8990,39,302,8688,yes
2003-11-20,S18_3685,10192,8990,45,347,8643,yes
2003-12-02,S18_3685,10204,8990,35,382,8608,yes
2004-01-16,S18_3685,10212,8990,45,427,8563,yes
2004-02-26,S18_3685,10226,8990,46,473,8517,yes
2004-04-13,S18_3685,10240,8990,37,510,8480,yes
2004-06-01,S18_3685,10253,8990,31,541,8449,yes
2004-07-06,S18_3685,10266,8990,33,574,8416,yes
2004-08-06,S18_3685,10278,8990,31,605,8385,yes
2004-08-30,S18_3685,10287,8990,27,632,8358,yes
2004-10-16,S18_3685,10311,8990,32,664,8326,yes
2004-11-04,S18_3685,10321,8990,28,692,8298,yes
2004-11-17,S18_3685,10331,8990,26,718,8272,yes
2004-11-24,S18_3685,10343,8990,44,762,8228,yes
2005-01-12,S18_3685,10367,8990,46,808,8182,yes
2005-02-10,S18_3685,10379,8990,32,840,8150,yes
2005-04-15,S18_3685,10406,8990,65,905,8085,yes
2005-05-17,S18_3685,10419,8990,43,948,8042,yes
2003-03-03,S18_3782,10108,7689,43,43,7646,yes
2003-05-08,S18_3782,10122,7689,35,78,7611,yes
2003-07-02,S18_3782,10135,7689,45,123,7566,yes
2003-09-03,S18_3782,10146,7689,47,170,7519,yes
2003-10-10,S18_3782,10159,7689,21,191,7498,yes
2003-11-04,S18_3782,10169,7689,38,229,7460,yes
2003-11-11,S18_3782,10180,7689,21,250,7439,yes
2003-11-20,S18_3782,10191,7689,43,293,7396,yes
2003-12-02,S18_3782,10202,7689,30,323,7366,yes
2004-01-15,S18_3782,10211,7689,46,369,7320,yes
2004-02-21,S18_3782,10224,7689,38,407,7282,yes
2004-04-05,S18_3782,10237,7689,26,433,7256,yes
2004-05-26,S18_3782,10252,7689,31,464,7225,yes
2004-06-30,S18_3782,10264,7689,48,512,7177,yes
2004-08-02,S18_3782,10276,7689,33,545,7144,yes
2004-08-28,S18_3782,10286,7689,38,583,7106,yes
2004-09-30,S18_3782,10299,7689,39,622,7067,yes
2004-10-16,S18_3782,10310,7689,42,664,7025,yes
2004-11-03,S18_3782,10319,7689,44,708,6981,yes
2004-11-16,S18_3782,10330,7689,29,737,6952,yes
2004-11-24,S18_3782,10342,7689,26,763,6926,yes
2004-12-07,S18_3782,10355,7689,31,794,6895,yes
2005-01-06,S18_3782,10363,7689,32,826,6863,yes
2005-02-10,S18_3782,10378,7689,28,854,6835,yes
2005-03-04,S18_3782,10390,7689,36,890,6799,yes
2005-04-08,S18_3782,10403,7689,36,926,6763,yes
2005-05-16,S18_3782,10418,7689,33,959,6730,yes
2003-02-17,S18_3856,10106,2378,41,41,2337,yes
2003-04-28,S18_3856,10119,2378,27,68,2310,yes
2003-06-16,S18_3856,10130,2378,33,101,2277,yes
2003-08-10,S18_3856,10143,2378,34,135,2243,yes
2003-10-06,S18_3856,10155,2378,29,164,2214,yes
2003-10-23,S18_3856,10167,2378,34,198,2180,yes
2003-11-08,S18_3856,10178,2378,48,246,2132,yes
2003-11-14,S18_3856,10186,2378,46,292,2086,yes
2003-11-26,S18_3856,10197,2378,22,314,2064,yes
2004-01-09,S18_3856,10209,2378,20,334,2044,yes
2004-02-19,S18_3856,10222,2378,45,379,1999,yes
2004-03-30,S18_3856,10234,2378,39,418,1960,yes
2004-05-08,S18_3856,10249,2378,46,464,1914,yes
2004-06-24,S18_3856,10262,2378,34,498,1880,yes
2004-07-21,S18_3856,10273,2378,50,548,1830,yes
2004-08-20,S18_3856,10283,2378,46,594,1784,yes
2004-09-15,S18_3856,10296,2378,22,616,1762,yes
2004-10-14,S18_3856,10307,2378,48,664,1714,yes
2004-11-01,S18_3856,10316,2378,47,711,1667,yes
2004-11-12,S18_3856,10328,2378,34,745,1633,yes
2004-11-22,S18_3856,10338,2378,45,790,1588,yes
2004-12-03,S18_3856,10351,2378,20,810,1568,yes
2004-12-16,S18_3856,10360,2378,40,850,1528,yes
2005-01-31,S18_3856,10373,2378,50,900,1478,yes
2005-03-01,S18_3856,10386,2378,22,922,1456,yes
2005-03-30,S18_3856,10398,2378,45,967,1411,yes
2005-04-01,S18_3856,10400,2378,58,1025,1353,yes
2005-05-09,S18_3856,10415,2378,51,1076,1302,yes
2003-01-31,S18_4027,10104,5545,38,38,5507,yes
2003-04-16,S18_4027,10117,5545,22,60,5485,yes
2003-06-03,S18_4027,10127,5545,25,85,5460,yes
2003-08-08,S18_4027,10142,5545,24,109,5436,yes
2003-09-25,S18_4027,10152,5545,35,144,5401,yes
2003-10-22,S18_4027,10165,5545,28,172,5373,yes
2003-11-06,S18_4027,10176,5545,36,208,5337,yes
2003-11-14,S18_4027,10185,5545,39,247,5298,yes
2003-11-26,S18_4027,10196,5545,27,274,5271,yes
2003-12-09,S18_4027,10207,5545,40,314,5231,yes
2004-02-12,S18_4027,10220,5545,50,364,5181,yes
2004-03-15,S18_4027,10230,5545,42,406,5139,yes
2004-05-05,S18_4027,10247,5545,48,454,5091,yes
2004-06-16,S18_4027,10260,5545,23,477,5068,yes
2004-07-20,S18_4027,10272,5545,25,502,5043,yes
2004-08-20,S18_4027,10282,5545,31,533,5012,yes
2004-09-08,S18_4027,10292,5545,44,577,4968,yes
2004-10-14,S18_4027,10306,5545,23,600,4945,yes
2004-10-22,S18_4027,10314,5545,29,629,4916,yes
2004-11-05,S18_4027,10324,5545,49,678,4867,yes
2004-11-21,S18_4027,10337,5545,36,714,4831,yes
2004-12-01,S18_4027,10349,5545,34,748,4797,yes
2004-12-10,S18_4027,10358,5545,25,773,4772,yes
2005-01-26,S18_4027,10372,5545,48,821,4724,yes
2005-02-22,S18_4027,10383,5545,38,859,4686,yes
2005-03-15,S18_4027,10394,5545,37,896,4649,yes
2005-05-05,S18_4027,10413,5545,49,945,4600,yes
2003-01-06,S18_4409,10100,6553,22,22,6531,yes
2003-03-18,S18_4409,10110,6553,28,50,6503,yes
2003-05-21,S18_4409,10124,6553,36,86,6467,yes
2003-07-07,S18_4409,10138,6553,47,133,6420,yes
2003-09-11,S18_4409,10148,6553,34,167,6386,yes
2003-10-06,S18_4409,10302,6553,38,205,6348,yes
2003-10-18,S18_4409,10162,6553,39,244,6309,yes
2003-11-05,S18_4409,10173,6553,21,265,6288,yes
2003-11-12,S18_4409,10182,6553,36,301,6252,yes
2003-11-21,S18_4409,10193,6553,24,325,6228,yes
2003-12-02,S18_4409,10204,6553,29,354,6199,yes
2004-01-22,S18_4409,10213,6553,38,392,6161,yes
2004-03-02,S18_4409,10227,6553,34,426,6127,yes
2004-04-13,S18_4409,10241,6553,42,468,6085,yes
2004-06-03,S18_4409,10254,6553,34,502,6051,yes
2004-07-12,S18_4409,10268,6553,35,537,6016,yes
2004-08-17,S18_4409,10280,6553,35,572,5981,yes
2004-09-01,S18_4409,10288,6553,35,607,5946,yes
2004-10-16,S18_4409,10311,6553,41,648,5905,yes
2004-11-17,S18_4409,10332,6553,50,698,5855,yes
2004-11-25,S18_4409,10344,6553,21,719,5834,yes
2005-01-12,S18_4409,10367,6553,43,762,5791,yes
2005-02-16,S18_4409,10380,6553,32,794,5759,yes
2005-04-22,S18_4409,10407,6553,6,800,5753,yes
2005-05-29,S18_4409,10420,6553,66,866,5687,yes
2003-02-11,S18_4522,10105,8290,41,41,8249,yes
2003-04-16,S18_4522,10117,8290,23,64,8226,yes
2003-06-06,S18_4522,10128,8290,43,107,8183,yes
2003-08-08,S18_4522,10142,8290,24,131,8159,yes
2003-09-28,S18_4522,10153,8290,22,153,8137,yes
2003-10-21,S18_4522,10166,8290,26,179,8111,yes
2003-11-07,S18_4522,10177,8290,35,214,8076,yes
2003-11-14,S18_4522,10185,8290,47,261,8029,yes
2003-11-26,S18_4522,10197,8290,50,311,7979,yes
2004-01-02,S18_4522,10208,8290,45,356,7934,yes
2004-02-18,S18_4522,10221,8290,39,395,7895,yes
2004-03-20,S18_4522,10232,8290,23,418,7872,yes
2004-05-07,S18_4522,10248,8290,42,460,7830,yes
2004-06-17,S18_4522,10261,8290,20,480,7810,yes
2004-07-21,S18_4522,10273,8290,33,513,7777,yes
2004-08-20,S18_4522,10283,8290,34,547,7743,yes
2004-09-09,S18_4522,10293,8290,49,596,7694,yes
2004-10-14,S18_4522,10306,8290,39,635,7655,yes
2004-10-29,S18_4522,10315,8290,36,671,7619,yes
2004-11-09,S18_4522,10326,8290,50,721,7569,yes
2004-11-21,S18_4522,10337,8290,29,750,7540,yes
2004-12-02,S18_4522,10350,8290,30,780,7510,yes
2004-12-16,S18_4522,10360,8290,40,820,7470,yes
2005-01-26,S18_4522,10372,8290,41,861,7429,yes
2005-02-22,S18_4522,10383,8290,28,889,7401,yes
2005-03-23,S18_4522,10396,8290,45,934,7356,yes
2005-05-06,S18_4522,10414,8290,56,990,7300,yes
2003-01-29,S18_4600,10103,3128,36,36,3092,yes
2003-04-01,S18_4600,10114,3128,41,77,3051,yes
2003-05-28,S18_4600,10126,3128,50,127,3001,yes
2003-07-24,S18_4600,10140,3128,40,167,2961,yes
2003-09-19,S18_4600,10150,3128,49,216,2912,yes
2003-10-21,S18_4600,10164,3128,45,261,2867,yes
2003-11-06,S18_4600,10175,3128,47,308,2820,yes
2003-11-13,S18_4600,10183,3128,21,329,2799,yes
2003-11-25,S18_4600,10194,3128,32,361,2767,yes
2003-12-09,S18_4600,10207,3128,47,408,2720,yes
2004-02-04,S18_4600,10217,3128,38,446,2682,yes
2004-03-11,S18_4600,10229,3128,41,487,2641,yes
2004-05-04,S18_4600,10245,3128,21,508,2620,yes
2004-06-15,S18_4600,10259,3128,41,549,2579,yes
2004-07-19,S18_4600,10270,3128,38,587,2541,yes
2004-08-19,S18_4600,10281,3128,25,612,2516,yes
2004-09-08,S18_4600,10291,3128,48,660,2468,yes
2004-10-13,S18_4600,10305,3128,22,682,2446,yes
2004-10-22,S18_4600,10313,3128,28,710,2418,yes
2004-11-05,S18_4600,10323,3128,47,757,2371,yes
2004-11-19,S18_4600,10334,3128,49,806,2322,yes
2004-11-29,S18_4600,10347,3128,45,851,2277,yes
2004-12-10,S18_4600,10357,3128,28,879,2249,yes
2005-01-20,S18_4600,10370,3128,29,908,2220,yes
2005-02-17,S18_4600,10382,3128,39,947,2181,yes
2005-03-11,S18_4600,10393,3128,30,977,2151,yes
2005-05-01,S18_4600,10411,3128,46,1023,2105,yes
2005-05-31,S18_4600,10425,3128,38,1061,2067,yes
2003-01-29,S18_4668,10103,6645,41,41,6604,yes
2003-03-26,S18_4668,10113,6645,50,91,6554,yes
2003-05-28,S18_4668,10126,6645,43,134,6511,yes
2003-07-24,S18_4668,10140,6645,29,163,6482,yes
2003-09-19,S18_4668,10150,6645,30,193,6452,yes
2003-10-21,S18_4668,10164,6645,25,218,6427,yes
2003-11-06,S18_4668,10174,6645,49,267,6378,yes
2003-11-13,S18_4668,10183,6645,40,307,6338,yes
2003-11-25,S18_4668,10194,6645,41,348,6297,yes
2003-12-05,S18_4668,10206,6645,21,369,6276,yes
2004-01-29,S18_4668,10215,6645,46,415,6230,yes
2004-03-11,S18_4668,10229,6645,39,454,6191,yes
2004-05-04,S18_4668,10245,6645,45,499,6146,yes
2004-06-15,S18_4668,10258,6645,21,520,6125,yes
2004-07-19,S18_4668,10270,6645,44,564,6081,yes
2004-08-19,S18_4668,10281,6645,44,608,6037,yes
2004-09-08,S18_4668,10291,6645,29,637,6008,yes
2004-10-11,S18_4668,10304,6645,34,671,5974,yes
2004-10-21,S18_4668,10312,6645,39,710,5935,yes
2004-11-01,S18_4668,10348,6645,29,739,5906,yes
2004-11-05,S18_4668,10324,6645,38,777,5868,yes
2004-11-18,S18_4668,10333,6645,24,801,5844,yes
2004-12-10,S18_4668,10358,6645,30,831,5814,yes
2005-01-20,S18_4668,10370,6645,20,851,5794,yes
2005-02-17,S18_4668,10382,6645,39,890,5755,yes
2005-03-11,S18_4668,10393,6645,44,934,5711,yes
2005-05-01,S18_4668,10411,6645,35,969,5676,yes
